Material,pred_PL
test484,529.30817
test485,465.3692
test486,442.94794
test487,458.01013
test488,433.54745
test489,558.40173
test490,452.90393
test491,573.7176
test492,425.7571
test493,449.779
test494,431.1734
test495,480.817
test496,447.10095
test497,446.59027
test498,451.3872
test499,571.9937
test500,442.94794
test501,467.00055
test502,620.40356
test503,449.88266
test504,527.3253
test505,613.65326
test506,664.6999
test507,582.8926
test508,487.27835
test509,451.17642
test510,472.59412
test511,673.36255
test512,509.1859
test513,679.09186
test514,557.45123
test515,781.92694
test516,534.00146
test517,626.7403
test518,626.7403
test519,535.11176
test520,519.292
test521,462.0454
test522,551.73773
test523,462.55435
test524,521.2559
test525,449.88266
test526,507.72614
test527,723.6937
test528,527.3253
test529,726.7112
test530,428.45856
test531,658.0396
test532,500.63065
test533,442.1636
test534,517.18976
test535,451.3872
test536,472.59412
test537,535.6235
test538,594.3042
test539,519.302
test540,671.0869
test541,451.17642
test542,538.0762
test543,477.61548
test544,447.06573
test545,671.0869
test546,452.09628
test547,457.9947
test548,461.58826
test549,445.76285
test550,584.37177
test551,473.67065
test552,499.71964
test553,634.45026
test554,572.64343
test555,458.2269
test556,539.36255
test557,601.1939
test558,552.31323
test559,478.4622
test560,431.24927
test561,541.1579
test562,456.06177
test563,467.2241
test564,673.36255
test565,628.2036
test566,574.26117
test567,519.292
test568,673.36255
test569,563.6047
test570,462.55435
test571,464.77496
test572,618.13055
test573,554.6755
test574,451.3872
test575,532.2576
test576,626.2642
test577,508.63724
test578,537.0767
test579,449.42807
test580,460.73016
test581,455.44223
test582,462.0913
test583,557.5953
test584,538.0762
test585,519.40326
test586,442.57123
test587,680.26886
test588,443.74084
test589,480.4384
test590,673.36255
test591,543.37775
test592,725.62585
test593,451.13266
test594,475.03284
test595,448.37067
test596,455.44223
test597,542.88416
test598,556.4641
test599,471.17438
test600,455.6723
test601,601.6186
test602,451.03888
test603,446.86304
test604,680.4853
test605,594.3042
test606,464.77496
test607,603.6461
test608,433.54745
test609,473.40704
test610,471.94086
test611,547.7019
test612,463.4239
test613,466.18997
test614,626.41925
test615,774.2209
test616,706.0796
test617,456.6267
test618,463.72156
test619,496.28607
test620,469.3445
test621,478.4622
test622,472.59412
test623,644.6372
test624,461.58826
test625,544.89813
test626,726.7112
test627,519.50494
test628,517.72534
test629,572.1586
test630,449.6325
test631,440.06958
test632,480.68066
test633,455.44223
test634,460.30862
test635,527.7772
test636,466.89313
test637,570.49725
test638,562.8996
test639,503.59286
test640,440.60934
test641,482.71576
test642,449.6325
test643,535.11176
test644,531.26904
test645,618.13055
test646,732.0205
test647,467.13342
test648,445.76285
test649,450.30432
test650,530.1439
test651,471.02072
test652,481.93655
test653,459.34216
test654,487.27835
test655,541.6651
test656,538.0762
test657,586.9745
test658,465.13892
test659,449.42807
test660,470.8649
test661,459.4789
test662,448.72784
test663,491.92133
test664,594.3042
test665,520.9226
test666,596.5686
test667,456.82306
test668,570.52795
test669,457.11902
test670,440.06958
test671,442.94794
test672,626.2642
test673,507.72614
test674,557.41064
test675,494.45917
test676,484.48953
test677,519.4716
test678,634.5012
test679,462.55435
test680,644.6372
test681,447.77118
test682,522.00616
test683,446.0516
test684,455.6723
test685,477.50244
test686,517.18976
test687,445.69162
test688,473.05267
test689,461.58826
test690,443.41962
test691,447.4366
test692,679.6828
test693,458.50473
test694,667.3809
test695,673.36255
test696,519.302
test697,486.6446
test698,670.73126
test699,449.42807
test700,444.47183
test701,594.3042
test702,442.6683
test703,469.3445
test704,447.7961
test705,519.40326
test706,451.13266
test707,570.2321
test708,434.8944
test709,455.44223
test710,462.55435
test711,706.0796
test712,524.497
test713,670.73126
test714,549.0388
test715,455.44223
test716,464.8192
test717,529.7561
test718,654.08594
test719,634.5012
test720,584.0925
test721,529.5184
test722,616.96484
test723,458.72754
test724,449.42807
test725,638.51807
test726,549.70905
test727,726.7112
test728,480.817
test729,644.6372
test730,433.80298
test731,469.40298
test732,438.52753
test733,467.00055
test734,719.833
test735,626.2642
test736,440.79538
test737,443.38687
test738,472.59412
test739,450.11688
test740,542.48016
test741,634.45026
test742,473.62738
test743,442.94794
test744,654.08594
test745,467.2241
test746,463.72156
test747,439.35193
test748,472.59412
test749,524.3229
test750,471.94086
test751,480.73352
test752,607.5659
test753,491.1152
test754,644.6372
test755,489.8335
test756,524.3229
test757,448.37067
test758,434.8944
test759,567.81854
test760,525.39874
test761,725.62585
test762,447.45715
test763,719.1399
test764,478.37506
test765,654.08594
test766,509.51962
test767,465.3692
test768,658.2738
test769,540.57495
test770,725.62585
test771,562.898
test772,472.59412
test773,470.67334
test774,550.3193
test775,493.67233
test776,514.77454
test777,540.3876
test778,500.4811
test779,545.9221
test780,439.35193
test781,555.8178
test782,449.25507
test783,461.58826
test784,461.58826
test785,449.42807
test786,668.5862
test787,726.7112
test788,458.01013
test789,519.4716
test790,470.88702
test791,442.57123
test792,440.79538
test793,544.7908
test794,562.5842
test795,461.74188
test796,467.13342
test797,480.817
test798,719.1399
test799,726.7112
test800,473.61157
test801,654.08594
test802,608.7552
test803,628.2036
test804,473.67065
test805,461.542
test806,586.1308
test807,443.74084
test808,530.1052
test809,568.92114
test810,568.92114
test811,507.69836
test812,572.1586
test813,644.6372
test814,514.77454
test815,555.31836
test816,725.62585
test817,503.43674
test818,613.65326
test819,516.5777
test820,549.44824
test821,462.55435
test822,586.0451
test823,463.72156
test824,481.549
test825,469.40298
test826,534.00146
test827,644.6372
test828,594.3042
test829,567.6294
test830,447.4366
test831,723.0239
test832,480.4384
test833,496.80945
test834,585.84766
test835,613.063
test836,461.58826
test837,534.00146
test838,442.94794
test839,537.30145
test840,472.59412
test841,439.6009
test842,465.3692
test843,470.8649
test844,486.6446
test845,448.69748
test846,658.2738
test847,527.7772
test848,461.58826
test849,603.094
test850,519.302
test851,432.6794
test852,457.79095
test853,529.7561
test854,552.07196
test855,680.4853
test856,439.6009
test857,732.0205
test858,594.3042
test859,442.57123
test860,551.73773
test861,452.66525
test862,509.1859
test863,554.2527
test864,475.05356
test865,508.96503
test866,717.31323
test867,445.69162
test868,447.77118
test869,458.91617
test870,517.18976
test871,594.3042
test872,448.37067
test873,658.2738
test874,459.0987
test875,556.15765
test876,594.3042
test877,513.4988
test878,732.0205
test879,464.77496
test880,531.26904
test881,509.87018
test882,443.00018
test883,486.6446
test884,497.48648
test885,594.3042
test886,732.0205
test887,524.497
test888,448.68658
test889,598.6007
test890,553.39514
test891,624.441
test892,455.2483
test893,485.9425
test894,543.37775
test895,725.62585
test896,459.7727
test897,717.31323
test898,480.4384
test899,725.62585
test900,475.05356
test901,449.88266
test902,467.8803
test903,552.07196
test904,459.26196
test905,509.1859
test906,603.094
test907,537.6705
test908,654.08594
test909,523.27045
test910,520.6168
test911,442.94794
test912,449.88266
test913,541.41724
test914,525.5565
test915,442.94794
test916,491.92133
test917,665.83905
test918,467.00055
test919,659.1263
test920,551.52856
test921,444.47183
test922,626.2642
test923,728.8408
test924,449.779
test925,458.91617
test926,466.69772
test927,450.22177
test928,482.71576
test929,457.6932
test930,568.92114
test931,767.1547
test932,456.82306
test933,472.2369
test934,530.1052
test935,466.3645
test936,529.7561
test937,540.9719
test938,446.27106
test939,529.7561
test940,491.1152
test941,465.13892
test942,451.17642
test943,522.6476
test944,547.7019
test945,489.217
test946,519.40326
test947,569.5221
test948,756.2437
test949,448.6754
test950,551.73773
test951,439.35193
test952,670.73126
test953,664.6999
test954,555.31836
test955,671.0869
test956,546.1775
test957,534.00146
test958,455.44223
test959,459.0987
test960,537.30145
test961,563.49243
test962,481.549
test963,603.6461
test964,466.5138
test965,500.63065
test966,505.82968
test967,507.34344
test968,473.67065
test969,491.1152
test970,723.0239
test971,448.6754
test972,744.0
test973,742.012
test974,496.80945
test975,667.3809
test976,644.6372
test977,725.62585
test978,433.80298
test979,436.05814
test980,485.9425
test981,530.1052
test982,481.93655
test983,458.91617
test984,459.7727
test985,626.2642
test986,671.0869
test987,461.58826
test988,451.5044
test989,462.0454
test990,485.9425
test991,556.13635
test992,541.41724
test993,568.92114
test994,514.7137
test995,668.5862
test996,538.0762
test997,655.4829
test998,562.8996
test999,471.02072
test1000,510.64673
test1001,447.4366
test1002,463.72156
test1003,491.92102
test1004,511.285
test1005,561.89276
test1006,545.9221
test1007,540.1613
