Material,pred_PL
test194,564.7778
test195,436.87054
test197,464.32602
test198,471.76193
test199,489.2819
test200,434.64255
test201,560.75256
test202,469.06586
test204,444.09238
test206,472.88705
test209,476.16684
test211,445.83325
test212,443.71005
test214,448.60773
test215,454.38098
test218,578.3328
test219,556.5234
test220,568.1516
test221,478.14337
test222,615.9396
test224,451.00497
test225,451.00497
test226,729.3663
test227,474.75995
test229,568.1516
test230,489.2819
test231,469.06586
test233,609.65497
test235,548.1747
test237,435.72507
test238,456.4064
test239,450.45724
test240,631.59296
test241,801.4394
test242,729.3663
test244,454.38098
test245,453.477
test246,530.0617
test248,454.38098
test249,567.33307
test250,488.14343
test252,440.02527
test253,801.4394
test254,581.5252
test255,505.91824
test256,412.89078
test258,619.87274
test259,472.7654
test261,487.03586
test262,456.17386
test263,482.55753
test265,454.38098
test266,497.1408
test267,444.72842
test268,470.16467
test269,474.0788
test270,566.8709
test271,486.6983
test272,725.2521
test273,517.57794
test277,430.1096
test278,464.32602
test279,423.16257
test281,458.7051
test282,443.71005
test284,548.1747
test285,464.32602
test287,468.78775
test288,430.1096
test289,444.72842
test290,445.83325
test291,577.5469
test293,545.48047
test294,441.46896
test296,554.8687
test297,585.57477
test298,708.3224
test299,454.3085
test300,482.55753
test301,530.0617
test303,454.38098
test305,510.84183
test306,532.55945
test307,477.87375
test308,479.57715
test311,608.9372
test312,580.1132
test313,450.45724
test314,409.2612
test315,407.77896
test316,469.06586
test317,766.5726
test321,552.1121
test322,621.5062
test324,492.03537
test325,440.31015
test326,512.3927
test327,444.72842
test328,446.40152
test330,766.25476
test331,445.83325
test332,469.06586
test333,409.65622
test334,445.83325
test336,434.64255
test337,578.3328
test338,444.64236
test340,477.0807
test342,434.41882
test343,456.4064
test345,441.46896
test346,524.3399
test347,424.1389
test349,460.07635
test351,561.92773
test354,447.81616
test355,569.57855
test356,564.54626
test358,443.71005
test361,594.6952
test362,445.83325
test363,545.48047
test364,454.38098
test365,572.2116
test366,447.687
test367,423.62238
test368,725.2521
test369,445.83325
test370,453.477
test371,440.31015
test372,424.1389
test373,486.211
test374,561.2919
test375,766.25476
test376,486.211
test377,488.4625
test379,508.25748
test382,466.65482
test384,497.1408
test385,474.66754
test386,849.3756
test387,443.71005
test388,479.57715
test389,461.75232
test390,482.70514
test392,724.78094
test394,451.15842
test395,566.5108
test398,464.32602
test399,433.71402
test400,512.3927
test401,588.9242
test402,766.5726
test404,474.66754
test405,655.9383
test406,539.1336
test408,496.25238
test410,675.0094
test411,570.65936
test412,424.1389
test413,433.71402
test414,529.702
test416,526.0211
test417,411.46222
test418,452.34015
test419,724.78094
test420,464.32602
test421,469.06586
test422,512.3927
test423,432.681
test424,443.71005
test425,601.07166
test426,765.8058
test428,501.03323
test431,463.24484
test432,443.71005
test433,439.9068
test435,635.35974
test436,766.5726
test437,434.41882
test439,476.48087
test442,463.24484
test444,545.2055
test445,469.11432
test446,553.8595
test447,454.38098
test449,441.04922
test450,443.71005
test451,479.57715
test452,491.70358
test453,432.681
test455,469.06586
test457,800.22577
test458,454.5231
test463,554.3558
test464,445.83325
test466,513.5986
test468,512.3927
test471,597.29596
test472,766.5726
test474,526.0211
test475,405.3448
test476,469.42947
test477,441.46896
test478,456.4064
test479,488.14343
test480,568.9742
test481,474.75995
test482,546.9755
test483,587.24335
test486,444.72842
test488,422.0907
test489,603.64996
test490,478.32364
test491,588.53546
test493,424.1389
test494,439.9068
test495,461.097
test496,422.7032
test498,459.577
test500,444.72842
test503,448.60773
test506,700.30444
test507,637.6304
test509,468.34583
test510,464.32602
test511,724.78094
test512,519.9741
test515,796.38477
test516,550.5939
test517,627.3035
test518,627.3035
test519,554.5826
test521,440.02527
test522,532.55945
test523,443.71005
test525,448.60773
test526,496.16083
test527,729.3663
test530,434.0456
test531,675.0094
test533,412.37448
test535,459.577
test536,464.32602
test541,468.34583
test542,561.92773
test544,454.3085
test546,413.71967
test547,484.46738
test548,486.211
test549,452.24954
test551,482.55753
test552,501.03323
test554,627.868
test555,454.38098
test556,588.1631
test558,530.0617
test559,510.84183
test561,581.5252
test562,466.65482
test563,474.66754
test564,724.78094
test566,597.29596
test568,724.78094
test569,607.2648
test570,443.71005
test573,612.0989
test574,459.577
test577,526.0211
test578,567.6084
test579,456.4064
test580,444.09238
test581,474.0788
test583,586.7518
test584,561.92773
test585,510.21182
test586,472.0418
test589,519.3028
test590,724.78094
test591,564.1867
test593,409.65622
test594,481.46658
test595,452.34015
test596,474.0788
test597,564.1859
test598,601.6176
test599,447.81616
test600,508.25748
test601,630.3899
test602,431.24506
test603,432.681
test608,422.0907
test609,470.16467
test610,512.3927
test611,521.0431
test612,458.7051
test613,491.50467
test614,655.4427
test615,800.22577
test616,765.8058
test617,496.25238
test618,485.13617
test619,496.41898
test620,446.31653
test621,510.84183
test622,464.32602
test624,486.211
test625,576.9013
test627,471.418
test628,510.15002
test630,476.16684
test631,445.83325
test632,450.45724
test633,474.0788
test636,433.20734
test639,529.702
test642,476.16684
test643,554.5826
test644,524.3399
test646,766.5726
test647,450.88824
test648,452.24954
test649,466.7836
test650,549.47253
test651,496.2312
test652,489.2819
test655,612.98016
test656,561.92773
test657,565.07825
test658,476.7639
test659,456.4064
test660,471.76193
test662,460.19812
test665,542.45087
test666,609.65497
test667,440.31015
test668,589.62177
test670,445.83325
test671,444.72842
test673,496.16083
test675,492.83304
test676,520.5648
test677,548.1747
test679,443.71005
test681,474.75995
test682,534.0178
test683,430.1096
test684,508.25748
test685,434.41882
test687,425.16318
test689,486.211
test690,449.064
test691,400.38306
test692,673.07855
test693,433.75058
test695,724.78094
test697,488.14343
test699,456.4064
test700,459.41882
test702,412.89078
test703,446.31653
test704,456.93198
test705,510.21182
test706,409.65622
test707,602.4409
test708,460.07693
test709,474.0788
test710,443.71005
test711,765.8058
test712,488.4625
test714,582.66876
test715,474.0788
test716,437.49954
test717,549.73346
test720,639.9944
test722,645.41736
test724,456.4064
test725,667.405
test726,566.5108
test728,461.097
test730,439.3711
test731,474.87875
test732,448.3581
test736,452.14325
test737,454.75845
test738,464.32602
test739,453.31552
test742,438.47592
test743,444.72842
test745,474.66754
test746,485.13617
test747,442.95807
test748,464.32602
test750,512.3927
test751,452.5852
test752,564.54626
test755,477.0807
test757,452.34015
test758,460.07693
test759,623.0127
test762,415.75638
test764,469.42947
test766,534.5755
test769,568.1176
test771,617.1362
test772,464.32602
test773,497.1408
test774,568.1516
test775,482.70514
test776,517.57794
test777,511.7017
test778,482.30597
test779,539.1336
test780,442.95807
test782,456.84384
test783,486.211
test784,486.211
test785,456.4064
test786,725.8402
test789,548.1747
test790,472.6496
test791,472.0418
test792,452.14325
test793,578.4001
test794,574.9682
test796,450.88824
test797,461.097
test800,455.72803
test802,645.2612
test804,482.55753
test805,492.03537
test808,479.57715
test809,587.24335
test810,587.24335
test811,522.1108
test814,517.57794
test815,590.6359
test817,528.168
test820,558.93243
test821,443.71005
test822,619.87274
test823,485.13617
test824,476.48087
test825,474.87875
test826,550.5939
test829,613.9976
test830,400.38306
test832,519.3028
test833,513.5986
test834,646.38806
test835,606.31226
test836,486.211
test837,550.5939
test838,444.72842
test840,464.32602
test841,423.62238
test843,471.76193
test844,488.14343
test845,415.9079
test848,486.211
test849,617.0002
test852,461.83072
test853,549.73346
test854,554.3558
test856,423.62238
test857,766.5726
test859,472.0418
test860,532.55945
test861,427.64474
test862,519.9741
test864,446.29834
test867,425.16318
test868,474.75995
test869,453.477
test872,452.34015
test875,568.88
test878,766.5726
test880,524.3399
test882,463.24484
test883,488.14343
test886,766.5726
test887,488.4625
test888,438.33853
test890,554.8687
test891,625.3959
test892,481.62933
test893,456.17386
test894,564.1867
test896,436.87054
test898,519.3028
test900,446.29834
test901,448.60773
test902,435.64072
test903,554.3558
test904,465.38275
test905,519.9741
test906,617.0002
test907,545.98517
test909,486.6983
test911,444.72842
test912,448.60773
test914,534.6219
test915,444.72842
test920,583.7481
test921,459.41882
test923,725.2521
test924,424.1389
test925,453.477
test926,468.06418
test927,422.78467
test929,458.51447
test930,587.24335
test931,796.5035
test932,440.31015
test933,475.83865
test934,479.57715
test936,549.73346
test937,518.24524
test938,466.961
test939,549.73346
test941,476.7639
test942,468.34583
test943,510.5183
test944,521.0431
test945,525.6119
test946,510.21182
test948,766.25476
test949,441.46896
test950,532.55945
test951,442.95807
test953,700.30444
test954,590.6359
test956,578.48224
test957,550.5939
test958,474.0788
test961,575.59753
test962,476.48087
test964,469.50247
test966,501.29205
test967,496.87952
test968,482.55753
test971,441.46896
test974,513.5986
test978,439.3711
test979,438.01556
test980,456.17386
test981,479.57715
test982,489.2819
test983,453.477
test984,436.87054
test987,486.211
test988,452.13657
test989,440.02527
test990,456.17386
test991,613.93146
test993,587.24335
test995,725.8402
test996,561.92773
test997,708.3224
test999,496.2312
test1000,495.1608
test1001,400.38306
test1002,485.13617
test1003,482.01022
test1004,514.7234
test1005,604.0595
test1006,539.1336
