Material,pred_PL
test684,455.6723
test685,477.50244
test687,445.69162
test689,461.58826
test690,443.41962
test691,447.4366
test692,679.6828
test693,458.50473
test695,673.36255
test697,486.6446
test699,449.42807
test700,444.47183
test702,442.6683
test703,469.3445
test704,447.7961
test705,519.40326
test706,451.13266
test707,570.2321
test708,434.8944
test709,455.44223
test710,462.55435
test711,706.0796
test712,524.497
test714,549.0388
test715,455.44223
test716,464.8192
test717,529.7561
test720,584.0925
test722,616.96484
test724,449.42807
test725,638.51807
test726,549.70905
test728,480.817
test730,433.80298
test731,469.40298
test732,438.52753
test736,440.79538
test737,443.38687
test738,472.59412
test739,450.11688
test742,473.62738
test743,442.94794
test745,467.2241
test746,463.72156
test747,439.35193
test748,472.59412
test750,471.94086
test751,480.73352
test752,607.5659
test755,489.8335
test757,448.37067
test758,434.8944
test759,567.81854
test762,447.45715
test764,478.37506
test766,509.51962
test769,540.57495
test771,562.898
test772,472.59412
test773,470.67334
test774,550.3193
test775,493.67233
test776,514.77454
test777,540.3876
test778,500.4811
test779,545.9221
test780,439.35193
test782,449.25507
test783,461.58826
test784,461.58826
test785,449.42807
test786,668.5862
test789,519.4716
test790,470.88702
test791,442.57123
test792,440.79538
test793,544.7908
test794,562.5842
test796,467.13342
test797,480.817
test800,473.61157
test802,608.7552
test804,473.67065
test805,461.542
test808,530.1052
test809,568.92114
test810,568.92114
test811,507.69836
test814,514.77454
test815,555.31836
test817,503.43674
test820,549.44824
test821,462.55435
test822,586.0451
test823,463.72156
test824,481.549
test825,469.40298
test826,534.00146
test829,567.6294
test830,447.4366
test832,480.4384
test833,496.80945
test834,585.84766
test835,613.063
test836,461.58826
test837,534.00146
test838,442.94794
test840,472.59412
test841,439.6009
test843,470.8649
test844,486.6446
test845,448.69748
test848,461.58826
test849,603.094
test852,457.79095
test853,529.7561
test854,552.07196
test856,439.6009
test857,732.0205
test859,442.57123
test860,551.73773
test861,452.66525
test862,509.1859
test864,475.05356
test867,445.69162
test868,447.77118
test869,458.91617
test872,448.37067
test875,556.15765
test878,732.0205
test880,531.26904
test882,443.00018
test883,486.6446
test886,732.0205
test887,524.497
test888,448.68658
test890,553.39514
test891,624.441
test892,455.2483
test893,485.9425
test894,543.37775
test896,459.7727
test898,480.4384
test900,475.05356
test901,449.88266
test902,467.8803
test903,552.07196
test904,459.26196
test905,509.1859
test906,603.094
test907,537.6705
test909,523.27045
test911,442.94794
test912,449.88266
test914,525.5565
test915,442.94794
test920,551.52856
test921,444.47183
test923,728.8408
test924,449.779
test925,458.91617
test926,466.69772
test927,450.22177
test929,457.6932
test930,568.92114
test931,767.1547
test932,456.82306
test933,472.2369
test934,530.1052
test936,529.7561
test937,540.9719
test938,446.27106
test939,529.7561
test941,465.13892
test942,451.17642
test943,522.6476
test944,547.7019
test945,489.217
test946,519.40326
test948,756.2437
test949,448.6754
test950,551.73773
test951,439.35193
test953,664.6999
test954,555.31836
test956,546.1775
test957,534.00146
test958,455.44223
test961,563.49243
test962,481.549
test964,466.5138
test966,505.82968
test967,507.34344
test968,473.67065
test971,448.6754
test973,742.012
test974,496.80945
test978,433.80298
test979,436.05814
test980,485.9425
test981,530.1052
test982,481.93655
test983,458.91617
test984,459.7727
test987,461.58826
test988,451.5044
test989,462.0454
test990,485.9425
test991,556.13635
test993,568.92114
test995,668.5862
test996,538.0762
test997,655.4829
test999,471.02072
test1000,510.64673
test1001,447.4366
test1002,463.72156
test1003,491.92102
test1004,511.285
test1005,561.89276
test1006,545.9221
